N,threads,tempo_sequencial,tempo_concorrente,aceleracao,eficiencia,primos_encontrados
15000000,16,11.647327,2.127358,5.475019,0.342189,970704
15000000,16,11.722484,2.144216,5.467026,0.341689,970704
15000000,16,12.033125,2.118081,5.681146,0.355072,970704
15000000,16,11.902018,2.153132,5.527769,0.345486,970704
15000000,16,11.859643,2.095464,5.659675,0.353730,970704
15000000,16,11.841367,2.121076,5.582717,0.348920,970704
15000000,16,11.929108,2.106495,5.663013,0.353938,970704
15000000,16,11.761300,2.099802,5.601147,0.350072,970704
15000000,16,11.824869,2.130921,5.549181,0.346824,970704
15000000,16,12.073114,2.124830,5.681921,0.355120,970704
15000000,16,11.865337,2.158383,5.497327,0.343583,970704
15000000,16,11.893546,2.088089,5.695901,0.355994,970704
15000000,16,11.793092,2.117407,5.569593,0.348100,970704
15000000,16,11.941260,2.183304,5.469353,0.341835,970704
15000000,16,12.145788,2.143136,5.667297,0.354206,970704
15000000,16,11.893768,2.136552,5.566806,0.347925,970704
15000000,16,11.802232,2.104174,5.608962,0.350560,970704
15000000,16,11.862233,2.154831,5.504949,0.344059,970704
15000000,16,11.888601,2.114368,5.622769,0.351423,970704
15000000,16,12.215767,2.092662,5.837430,0.364839,970704
15000000,16,11.925036,2.112332,5.645436,0.352840,970704
15000000,16,11.905806,2.104896,5.656244,0.353515,970704
15000000,16,11.850736,2.137057,5.545352,0.346585,970704
15000000,16,11.801449,2.154324,5.478030,0.342377,970704
15000000,16,11.974034,2.085689,5.741044,0.358815,970704
